name,nbVictims,profit
C5748978726,0,0.00
C4299112354,0,0.00
C8306912218,1,4041590.94
C2314846524,0,0.00
C0960493854,0,0.00
C8670035849,1,3104499.70
C4522988506,0,0.00
C8038859009,0,0.00
C8310150191,3,8907167.57
C8769792977,1,7311092.96
C1964382569,2,19295920.03
C5254575678,1,6804158.61
C4524856430,0,0.00
C1400762025,2,6873531.55
C8573101415,1,5373957.37
C3863244130,1,3778148.26
C9060954853,0,0.00
C8968230419,0,0.00
C0679507366,0,0.00
C4259279287,0,0.00
C5009192046,0,0.00
C5052801219,1,3320533.76
C7364775789,2,8352815.28
C1233481654,1,3758617.43
C4628194029,2,6870660.27
C8911631637,0,0.00
C4702697262,0,0.00
C8799544631,0,0.00
C7177043710,0,0.00
C6598839379,0,0.00
C5733536885,0,0.00
C8137985691,0,0.00
C4066640541,1,4622155.36
C4376951284,0,0.00
C1059056271,2,7775379.70
C4535577380,3,36091640.10
C6095272386,0,0.00
C0277432657,0,0.00
C9922133871,0,0.00
C1718841235,0,0.00
C4479809122,1,3071705.19
C8086155905,2,5796784.52
C0946617595,0,0.00
C9063100249,1,5269545.27
C1164523468,0,0.00
C4128911902,0,0.00
C2930127701,1,3902487.31
C1599842868,0,0.00
C1260145519,1,1116716.73
C9074433193,0,0.00
C6215104457,0,0.00
C7516297453,1,8078446.90
C8568382847,0,0.00
C2415050266,0,0.00
C6195663089,1,3357813.98
C8976412938,2,13848387.04
C6727041731,0,0.00
C8663419045,0,0.00
C5467757638,0,0.00
C2678003192,0,0.00
C4836576416,0,0.00
C2734494223,2,16449945.93
C9637060318,0,0.00
C7020005175,1,3372018.37
C9616461368,0,0.00
C4259943574,2,7398206.76
C0518678918,1,3546209.18
C7239146864,1,7796159.12
C3074376716,1,5296671.64
C3259224785,2,4655555.76
C4614699807,1,3273964.97
C6220021105,0,0.00
C2759911383,1,2574389.30
C0601788299,1,1056968.29
C9903026895,0,0.00
C5333555949,0,0.00
C2237273925,1,13622134.95
C7907179289,1,2800796.21
C8119695025,0,0.00
C6112843662,0,0.00
C4875937413,1,3547385.46
C3867949446,1,2411436.23
C1927461522,1,1971081.68
C2600598194,0,0.00
C7531968133,1,9485144.17
C7570868188,0,0.00
C1316399241,0,0.00
C7048468342,0,0.00
C8923627297,0,0.00
C9678976060,0,0.00
C1123039089,0,0.00
C9056544559,3,15133039.69
C2485794597,2,6644187.52
C8144731284,0,0.00
C9927882514,1,5739165.15
C0539522728,2,5360603.03
C7402208673,1,4206741.37
C8193141598,1,3703169.62
C1436108865,0,0.00
C2392852657,1,1587799.29
C3971807672,1,5416305.49
C3346934486,0,0.00
C7986650815,0,0.00
C6781165752,1,2188261.27
C4026719341,0,0.00
C1758065875,0,0.00
C5246554720,1,4455526.32
C1740901467,1,1747984.59
C2109732889,0,0.00
C6091671236,0,0.00
C8538584977,3,8871009.80
C4451938378,0,0.00
C8644761256,2,9983276.56
C0274569267,1,3749978.73
C3171694513,0,0.00
C5005442790,0,0.00
C7671538873,1,2356098.71
C7849004329,0,0.00
C7078240681,3,11311094.73
C9686970129,1,515780.81
C4205706998,0,0.00
C6239773152,1,3427498.67
C8790965295,2,1532601.14
C5850725433,2,14419070.68
C9787471044,1,10312162.45
C1389886507,0,0.00
C2968582507,0,0.00
C8959543016,0,0.00
C0895289167,1,66.95
C6692958548,0,0.00
C8108600616,0,0.00
C1782071349,1,3727021.14
C0640303195,2,9654580.15
C0451390602,1,53.42
C2196399871,0,0.00
C1119236713,0,0.00
C4919587617,0,0.00
C9936440400,1,3146984.05
C7292109513,1,6473238.21
C2438668427,0,0.00
C7505136075,2,4990540.53
C7589367618,0,0.00
C9413838175,1,3996224.00
C4772249914,2,13756676.09
C5777432081,0,0.00
C1031945525,2,12241423.97
C7043605480,0,0.00
C7281976602,1,1955375.54
C1502139665,0,0.00
C3819076192,1,3349502.41
C2171836646,1,1223543.02
C2539984525,1,4306374.68
C5239262072,1,2849800.95
C7601642212,0,0.00
C3364177908,0,0.00
C1865688620,1,3261705.33
C5014883615,1,3339721.70
C9006725919,1,4051323.70
C9501055382,1,3818544.95
C3762639699,0,0.00
C3080455779,0,0.00
C6800238210,1,4334669.44
C4285809466,1,3108716.98
C7635675391,1,3384914.78
C0497284310,0,0.00
C3934970062,2,6286914.61
C6896384956,0,0.00
C7798739247,0,0.00
C5885403465,1,4497973.59
C5166526403,0,0.00
C2311761337,0,0.00
C4971501646,1,2641560.32
C7060960996,0,0.00
C8939177384,0,0.00
C6753531497,1,2409741.50
C1174554363,1,4929222.52
C8282758635,0,0.00
C6181656489,0,0.00
C7765217017,1,6774662.27
C0550399103,0,0.00
C2912757194,2,8401223.42
C9280685917,2,10721471.97
C6716079385,1,5735635.22
C6563402728,0,0.00
C3665876502,1,2173444.83
C5830357116,0,0.00
C2592581085,4,12055595.91
C1573729840,0,0.00
C1388180779,3,7191181.25
C6254286680,0,0.00
C5319695170,0,0.00
C0774971886,0,0.00
C6112960306,1,2774649.10
C3842158618,0,0.00
C9087270672,1,7180029.44
C9950022680,1,963492.80
C4335140820,0,0.00
C7770087784,0,0.00
C8873898068,1,4479904.20
C3610315386,0,0.00
C0669074363,0,0.00
C9521430663,3,7884847.69
C2706750654,0,0.00
C7097025570,0,0.00
C4023614719,0,0.00
C5562578220,0,0.00
C4468377544,0,0.00
C4122665164,0,0.00
C3949554105,0,0.00
C9434217589,0,0.00
C3225777711,0,0.00
C3441374312,3,20882649.55
C2113543698,1,4004498.23
C2044765251,0,0.00
C2067761031,5,16536302.06
C0990061823,0,0.00
C6074177956,0,0.00
C1843323597,2,14647223.85
C7602134739,3,12914732.34
C9192225452,1,1154521.84
C6992984812,0,0.00
C7494743891,2,8632909.43
C9904110023,0,0.00
C7194463756,0,0.00
C1897225728,0,0.00
C0154496127,0,0.00
C7108976892,0,0.00
C8296111763,1,3748459.58
C6451492024,0,0.00
C4085696709,0,0.00
C8488844446,3,8854650.44
C3116897738,0,0.00
C9465133778,0,0.00
C1875356650,2,7220264.95
C9327289721,1,4251448.10
C0296509526,1,4125754.06
C3100070044,2,7493221.75
C5039675182,0,0.00
C4886803264,0,0.00
C5278375055,0,0.00
C9306855402,0,0.00
C8108049582,0,0.00
C7698306781,1,3616581.74
C6329052152,1,3849405.65
C8424652389,1,4537815.33
C3981090222,1,1190419.42
C9011483173,0,0.00
C3343903751,0,0.00
C0593129996,2,6500715.73
C5553216790,0,0.00
C5741333305,1,3871876.39
C9171090470,0,0.00
C2455098165,0,0.00
C0400063176,1,8235205.83
C4407632615,0,0.00
C7737354376,0,0.00
C0981257612,0,0.00
C8995690032,1,3434863.98
C3829487029,0,0.00
C0880120438,0,0.00
C9647896324,1,2915544.70
C9936278328,0,0.00
C0729426446,0,0.00
C2067776907,0,0.00
C4685461441,0,0.00
C0321853658,0,0.00
C3039955215,0,0.00
C2492776352,0,0.00
C3902665378,1,2382762.08
C1402165407,3,12232171.24
C7857750353,0,0.00
C1016708793,0,0.00
C9599681344,1,1413560.41
C0943821899,1,4665584.38
C8509024838,0,0.00
C6801070543,1,5838230.79
C1648127887,2,13478679.01
C6094534198,0,0.00
C2692042385,0,0.00
C8392502803,0,0.00
C3142425452,0,0.00
C4957232587,1,3664815.48
C1411900013,0,0.00
C4232123053,1,3510559.80
C0164027908,0,0.00
C6366286396,0,0.00
C4928686445,1,3990294.02
C7753291184,0,0.00
C3396303962,1,4010433.52
C5431116785,0,0.00
C8512645873,0,0.00
C9183715074,1,370732.31
C2420913623,0,0.00
C5409345932,0,0.00
C5556167323,1,4494973.36
C3985820747,1,3475121.53
C4960664491,0,0.00
C1976211283,1,2707364.29
C8234112385,0,0.00
C4169983865,0,0.00
C6947349383,1,3381775.33
C7437042800,0,0.00
C2571470778,0,0.00
C0415315905,3,24860514.70
C3892037641,0,0.00
C5550793184,0,0.00
C4612009959,1,8891273.87
C0078908526,1,20447.32
C5292791616,1,4248020.98
C3451120125,3,5483339.69
C3616315752,1,8822567.07
C9177470864,1,1134297.96
C0131281720,0,0.00
C4224275074,1,4654919.46
C9015061688,2,6547651.97
C3746045809,0,0.00
C8957045638,1,2823203.23
C8165458674,0,0.00
C6905194240,0,0.00
C4125470408,0,0.00
C7871297369,1,4386898.24
C9307707706,0,0.00
C9822286293,0,0.00
C4039005655,1,9161143.85
C4000193542,0,0.00
C3358877712,0,0.00
C0431873428,2,7615802.23
C8617979573,0,0.00
C8198096977,0,0.00
C9972791685,3,12039208.08
C9486270266,0,0.00
C0620336466,0,0.00
C0365959823,0,0.00
C5860433503,1,2980041.48
C0689447990,0,0.00
C8481435357,0,0.00
C8512323442,0,0.00
C5750148126,0,0.00
C1475806125,2,4279013.98
C4455456719,0,0.00
C1492672234,0,0.00
C5695833026,1,2889185.97
C0495824575,1,2442521.19
C2909447630,0,0.00
C0301655664,0,0.00
C9761681912,1,6158321.00
C0553671782,0,0.00
C5665841359,0,0.00
C1054079710,0,0.00
C5446689758,0,0.00
C7012968748,0,0.00
C8359275139,0,0.00
C1568182191,1,3363056.96
C0893022099,0,0.00
C3818352407,1,3419890.71
C5020216780,0,0.00
C6412717780,0,0.00
C0844344377,4,17110259.54
C2326704653,0,0.00
C8999042853,0,0.00
C0576929257,0,0.00
C2933533237,2,5065499.68
C6456232087,1,5319077.26
C2470320541,0,0.00
C7752586637,1,3288588.78
C9639574878,1,5272098.07
C7137211594,2,8599295.07
C0388918306,1,7528962.15
C5940831730,0,0.00
C0445249834,0,0.00
C3197718902,0,0.00
C4333878586,1,41.54
C2663363995,0,0.00
C3792273431,1,3912339.50
C1251517066,0,0.00
C4654633664,0,0.00
C1426197848,1,3099715.02
C9359090708,0,0.00
C9199425927,0,0.00
C5619582535,0,0.00
C0495007701,1,2771008.51
C2299633371,0,0.00
C7248179158,1,1215314.90
C5289700384,2,5088334.54
C4608096258,1,4333198.37
C9612530453,0,0.00
C7888596109,1,8007335.30
C5589248038,1,3170140.63
C3586656305,0,0.00
C0715963432,1,3525172.41
C7228030182,0,0.00
C8482989425,0,0.00
C2862434383,0,0.00
C8303860432,0,0.00
C3845231837,0,0.00
C7830773473,2,8593598.91
C4739312850,4,22418602.99
C9574436439,0,0.00
C8528116218,0,0.00
C1038041007,1,5731802.50
C5499022411,1,3029954.09
C7267520342,2,2371297.86
C0161513740,3,8476715.76
C1543434064,0,0.00
C8283314485,1,2315609.89
C8047984357,2,3495811.10
C6582527341,0,0.00
C6835476118,0,0.00
C1303832487,1,2992661.55
C8778096817,1,6843452.01
C9206611944,1,1847557.13
C0337077000,0,0.00
C9300129171,0,0.00
C2971532017,0,0.00
C9475992055,0,0.00
C1593761348,2,9978299.43
C2228858107,1,3165163.08
C4515642132,0,0.00
C4355381763,1,1892527.58
C1587428485,2,12691776.15
C2860459348,0,0.00
C8427896116,2,4163961.83
C3912890929,1,2642152.99
C0344324500,0,0.00
C6143313206,0,0.00
C2889425536,2,9702759.27
C5530104612,1,2565638.39
C7710117280,0,0.00
C4300538821,1,3633694.96
C3579176632,1,4436250.74
C7589825530,2,8774979.53
C1525776135,1,3781462.94
C1811514615,0,0.00
C7483113678,1,12371615.56
C7390342880,1,1158159.63
C2817477655,0,0.00
C5561854392,2,8197567.48
